Name	Exp_1	Exp_2	Exp_3	Exp_4	Exp_5	Exp_6	Exp_7	Exp_8	Exp_9	Exp_10	Exp_11	Exp_12	Exp_13	Exp_14	Exp_15	Exp_16	Exp_17	Exp_18	Exp_19	Exp_20	Exp_21	Exp_22	Exp_23	Exp_24	Exp_25	Exp_26	Exp_27	Exp_28	Exp_29	Exp_30	Exp_31	Exp_32	Exp_33	Exp_34	Exp_35	Exp_36	Exp_37	Exp_38	Exp_39	Exp_40	Exp_41	Exp_42	Exp_43	Exp_44	Exp_45	Exp_46	Exp_47	Exp_48	Exp_49	Exp_50	Exp_51	Exp_52	Exp_53	Exp_54
ENPP1	-1.24133	-1.615	-1.40483	-1.6624	-2.21233	0.0676	-1.69567	-1.66983	-2.12217	-1.46233	-1.4308	-1.7618	-2.0016	-0.8108	-3.19675	-1.1348	0.0431667	-1.93217	-2.1795	-3.65467	-2.6632	-2.3134	-2.71267	-2.17833	-3.8855	-2.3224	-2.1974	-2.16867	-0.833667	-0.815833	-0.896667	-1.8245	-3.3918	-3.27267	-1.4188	-2.1335	-0.821333	-2.5124	-2.21317	-1.6484	-3.08183	-2.853	-2.3202	-1.85717	-2.094	-2.43017	-1.9525	-1.00817	-2.07317	-0.9435	-2.63917	-1.11883	-2.98067	-1.90333
ENPP2	0.885833	1.09667	-0.664833	0.5345	-0.697833	-1.17767	1.17217	-0.132833	5.16283	0.817833	0.751333	0.9395	2.2375	-0.636333	0.856	0.492167	3.534	0.127333	1.21933	0.637833	1.38983	2.179	1.93967	-0.6505	2.02883	1.5255	1.12233	0.0585	-0.212667	0.732	0.143	0.120333	0.795833	0.659167	-1.21533	-1.33333	3.00717	3.81417	1.0455	-0.115833	1.21683	0.990833	1.03183	2.04733	-0.700833	-1.981	1.04017	1.14317	1.2055	-0.351167	0.6865	0.539833	-0.222667	1.73017
ENPP3	-1.26517	1.91767	-1.9385	0.852667	4.5325	-0.838	-2.91317	-0.441333	-2.5955	-1.24233	1.15967	1.53967	1.20683	-2.53067	0.8704	0.0195	-0.825667	-1.82067	-2.31883	-1.50933	-0.219833	-2.632	4.05233	0.760833	4.63233	3.272	-0.423667	0.200167	3.06267	-2.42933	1.40317	-0.897667	-3.08567	2.32383	-0.515333	-2.696	-0.482667	-0.150333	-1.90717	-1.61117	1.62567	-2.344	2.0015	0.778333	-1.65267	-0.688	-1.63033	3.1135	0.921	-0.203833	-3.30533	0.227833	-2.0615	-1.81167
ENPP4	2.24083	1.31167	0.0015	2.3835	3.17283	2.03717	0.558667	1.7115	2.4525	1.95167	0.859833	2.068	1.07367	2.1505	0.907833	2.21533	1.78233	0.858667	2.11033	2.33483	1.09533	2.1375	1.62683	2.56467	2.59517	3.088	1.77017	3.00067	1.99583	0.982333	3.08983	2.23917	1.28783	2.31117	-0.194333	-0.597	2.38883	2.99367	1.82283	0.9475	1.9245	1.86167	2.30967	2.32633	0.653	1.316	2.12233	3.07283	1.24583	2.5175	1.18983	1.34267	1.31733	1.9215
ENPP5	2.86117	2.27017	0.387667	2.1115	2.1465	1.8305	2.98833	2.20867	3.05967	2.4335	1.12533	2.72217	2.30333	2.783	2.39467	3.32083	3.40317	2.91817	2.89683	3.31667	1.78	2.77317	2.72767	2.58433	2.37833	4.32483	1.29483	4.032	2.49	2.27017	3.89217	2.52767	2.9605	2.50933	2.82017	-0.1535	3.64567	3.20233	1.435	0.963667	2.6855	1.6785	2.1635	3.67433	1.63433	1.95267	2.18617	1.555	2.877	2.81033	2.30467	0.864667	2.32933	1.927
ENTHD1	-0.235833	-0.847	2.36875	-0.220667	0.4354	-0.217	-0.336	0.203	-0.902667	0.3995	-0.4022	-0.9762	-0.102667	0.0546	-1.04633	0.633	0.295667	-0.348	-1.04	-1.503	0.112167	-0.4968	0.27	-0.325833	0.582167	0.265667	1.072	1.716	0.243833	-0.167833	-0.497167	-0.524167	1.4055	1.1955	0.20425	-0.1554	-0.505	0.101333	1.44367	-0.314167	-0.113667	0.3655	0.761167	0.1575	-0.0691667	-0.555167	-0.2365	0.242	-0.0932	-0.0352	0.332	0.459667	0.931	0.800667
ENTPD2	0.1285	0.943	2.50125	1.3085	1.5095	1.01425	1.15	0.7145	-0.22025	-0.0665	2.17425	-0.19575	1.124	0.35675	1.568	1.5025	-0.19175	1.3205	1.595	1.60475	1.6995	1.331	0.82125	0.96725	-0.33475	0.1755	0.55175	1.49275	1.54725	0.61125	1.39025	2.092	1.05525	-1.14725	1.5365	2.08225	0.014	-0.13725	1.1755	1.184	0.9785	1.1945	2.025	0.79075	1.24375	1.90675	1.07825	0.22625	-0.02275	0.45775	1.99575	0.885	-0.596	0.55625
ENTPD3	1.62	3.73367	0.258833	4.64067	3.09283	3.8515	2.6645	3.55933	3.8945	3.938	3.591	5.3705	3.59517	0.605667	4.174	2.20083	2.48533	1.27333	3.4075	4.6735	3.64817	4.6855	5.89933	4.0285	5.91033	5.252	3.149	5.007	4.36683	3.64417	4.84883	3.96933	2.2815	1.71833	2.79	2.56	4.21317	5.27317	1.779	2.63133	4.63217	2.8005	4.8095	3.29267	1.636	3.79717	4.2165	4.99317	1.3748	4.68767	1.856	3.89833	0.055	2.61217
ENTPD7	2.10433	1.572	-0.530833	2.21983	1.90567	2.10633	1.35183	2.06283	0.2695	2.23567	1.36867	2.20117	1.13933	0.0601667	1.47867	0.867833	-0.463333	0.452167	1.52783	1.87967	2.36367	1.633	1.07533	2.11883	0.7475	2.46367	1.1855	2.80783	1.59667	2.009	1.752	1.947	2.16	1.58067	1.6065	1.73567	0.4705	2.66083	1.66217	1.64017	3.102	2.01833	1.96717	2.77033	1.67417	1.32833	2.0045	1.71	2.41133	2.8905	3.43383	1.17617	0.413667	2.065
EOMES	0.445	0.169	0.3625	-0.092	0.809333	0.3345	0.099	-0.0278	0.404833	0.625	-0.2055	0.0863333	0.4242	1.81633	0.479	0.370833	-0.220667	0.526333	0.213	-0.593833	1.23817	0.6355	0.251333	0.586167	3.33183	0.57	1.40683	1.20833	2.13817	0.315333	0.741167	0.156167	1.2005	1.392	0.230167	-0.0468333	1.1085	-0.0478333	1.58683	0.333667	0.288	0.4975	2.51767	1.29733	0.676	0.4435	0.410667	1.6905	-0.0108333	-0.2025	0.254667	0.236667	1.21667	2.07717
EP300	1.11793	0.904714	-0.117571	0.972929	0.783143	0.369357	1.38093	0.297357	0.647714	0.984357	1.06457	0.237857	-0.295071	-0.157071	0.399286	0.919071	0.846429	0.692714	0.933786	0.920071	0.991857	1.28629	0.274929	0.307786	0.751143	1.47529	0.546643	1.15271	1.29214	0.0488571	0.697786	0.568214	0.962	1.24014	0.72	1.17714	0.113071	1.73079	0.754643	1.03343	1.34	1.41657	0.530786	1.12707	0.447286	1.87843	1.014	-0.186071	1.14564	0.381286	0.884214	-1.01543	0.761571	0.423214
EP400NL	0.553	-0.9705	-2.89325	-1.3245	-0.94075	-0.9295	-0.73275	-0.29575	-0.544	-1.53925	-1.1245	-1.6245	-0.95325	-2.1895	-1.21	-1.44975	-1.0895	-1.49425	-2.6065	-1.078	0.132	-0.46025	-1.52125	-2.13675	-0.7	-0.06025	0.41325	-1.147	-1.35675	-0.16375	-1.19725	-0.66925	0.11925	-0.745	-0.826	-0.13075	0.57575	-0.51925	-1.183	-0.498	-0.48775	0.4625	-0.513	-1.40775	-0.47025	-0.55975	-0.8075	-1.267	-1.1345	-1.53075	0.3935	-1.884	-0.01225	-0.34075
EPAS1	0.090625	-0.82175	-0.401125	0.06125	-1.7375	-1.51625	-1.16837	0.9915	0.103125	-1.63925	-0.302	-0.26775	-0.17	0.0915	-0.177875	-0.974125	-2.4535	0.895875	-0.45	0.038125	-0.069375	-0.32275	-0.567375	-1.16175	0.38225	0.339875	-0.92775	-0.204625	-0.64925	-0.981875	0.354875	-0.079125	-1.76913	-0.231125	0.805875	0.154625	0.656625	-0.3385	-0.440375	-0.412125	-0.168125	-0.334875	0.407625	1.86375	-1.569	-1.00913	0.0065	-0.727125	0.461625	-1.075	-0.414875	-0.97925	-1.38312	-0.2035
EPB41	0.6222	-0.371	-1.01344	-0.3505	-0.6741	-1.293	-0.445	-0.925556	0.217	-0.951625	-0.253889	-0.3718	-0.6879	-0.594889	-0.8341	-0.6557	-0.704222	-1.2454	-0.0888	-0.8919	-0.7729	-1.16644	-0.3616	-1.3348	-0.7814	-0.1084	0.7286	0.2996	0.479	-0.0293	-0.5917	-0.1206	0.4146	-0.0464	-0.1569	-0.2388	-0.2141	0.1957	-0.7982	-0.5318	-0.5146	0.4113	-0.4403	-0.4239	0.1152	-0.761556	-1.1113	-0.9436	-0.529	-0.3982	-0.4296	-1.1145	-0.653333	-0.6175
EPB41L1	0.5307	-1.4745	-0.6483	0.5849	-1.7725	-0.1177	0.4188	-0.0424	-0.4122	-1.1701	0.1009	-1.1393	-1.0423	-0.928	-1.0983	-0.332	0.5035	-0.261	1.2991	0.327	-0.3984	0.3083	-1.8983	-0.4405	-0.2116	-0.183	0.0678	-0.8619	-0.8759	-0.0967	-0.2554	0.4437	1.0421	-0.2599	0.8077	1.3752	1.9699	-1.8148	-0.0162	0.8526	0.369	0.7255	1.2611	0.8089	0.455	0.2571	-0.0106	-1.4403	1.5397	-0.9023	1.0679	-0.757	0.5229	1.4376
EPB41L2	-0.928	1.0545	-1.725	0.857	1.1435	-0.694833	0.187333	-1.19183	-1.73083	-0.0748333	1.071	-0.424	-0.227	-1.16733	0.173	0.014	-0.2015	0.174833	-0.687667	1.15783	1.41967	0.119667	-0.672167	-0.756833	-0.0603333	1.8935	0.0945	2.177	-0.027	-1.7195	-0.0711667	1.8635	-0.083	-1.06033	1.50267	-0.121167	1.20633	2.23883	0.411667	-0.616333	0.4065	0.800167	-0.385333	0.0908333	0.441833	-0.642333	-0.5625	0.401667	-0.433333	0.014	0.245333	-0.492333	-0.686333	-0.437667
EPB41L3	-1.935	-0.729	-1.41667	-2.169	-1.1755	-2.694	-2.22325	-1.48625	-2.91325	-2.2945	-3.32575	-1.5165	-1.6045	-0.86275	-2.2885	-1.47375	-3.26375	-2.534	-2.89325	-2.35625	-1.3805	-1.37825	-1.88175	-2.661	-0.4375	-1.37975	0.50425	-2.0935	-1.56125	-3.199	-2.645	-2.70375	-1.39775	-1.177	-2.2885	-3.379	-1.16775	-2.12775	-1.8495	-2.57825	-2.14975	-2.639	-1.31825	-0.961	-2.046	-3.20225	-2.693	-1.18875	-2.2645	-1.858	-2.74575	-1.661	-1.46175	-1.11975
EPB41L4A	1.03767	0.78775	1.86125	0.23375	-0.25975	1.06808	0.55675	0.6715	0.436833	1.03842	0.983167	0.569	0.751083	0.538083	0.0935	-0.0114545	0.807417	0.60825	1.35008	1.23692	1.75473	1.51382	1.04808	0.455	1.12425	0.893917	0.86975	0.596	2.08783	1.54533	2.05317	-0.15375	1.87225	1.8355	2.13208	2.74775	0.610167	1.37067	0.6725	2.049	1.653	1.45792	1.64192	2.14417	1.48858	2.23283	1.4185	0.862167	1.364	0.9315	2.52067	0.739333	1.27733	1.20425
EPB41L4B	0.62075	-0.7	-0.336889	0.00933333	-0.0835455	0.0325556	0.0913636	0.113417	-0.6501	0.676	-2.1371	-0.111545	-0.786182	0.29125	-0.0751667	-0.284636	0.436333	-0.146083	0.485	0.586583	-0.182917	-0.160091	-0.484333	0.239	-0.549333	0.167583	-0.176	0.585545	-0.811727	-0.192917	1.20575	0.5305	0.962364	0.0472727	-0.355083	-0.0217273	-0.961417	-0.2395	-0.38175	-0.64675	0.0793333	1.18533	0.8255	0.0876667	-0.5755	-0.305909	-0.534	0.777417	-0.447583	0.391833	1.2815	-0.2515	0.842273	0.244083
EPB49	0.0678333	0.321	1.011	0.862667	0.571833	0.561	-0.122667	-0.151667	-1.33567	1.55167	1.02167	-1.00983	1.41633	0.8418	1.0065	1.08517	-0.319	1.0045	0.689833	-0.175667	0.682	0.2685	1.60517	0.503833	0.666	1.0355	0.136	1.634	0.6225	-0.588833	1.00433	1.281	0.225167	-0.972333	1.0895	0.979167	0.8435	0.9575	0.394167	1.057	0.7815	0.022	0.811167	1.025	0.687167	0.826	0.5625	0.0025	1.35733	-1.0826	0.262	0.372667	1.225	0.404
EPDR1	-1.3799	0.7102	-1.46722	-2.577	-2.8791	-2.45556	-0.8367	-1.52778	-1.0989	-0.1203	-1.8891	-0.0428	1.0105	-2.2697	-0.37	1.0803	-0.1708	-3.5119	-0.2658	-1.2904	-0.2502	-0.5953	0.4182	-2.9551	-0.2893	2.1885	-1.971	0.6841	-1.6611	-3.3413	-0.3158	0.6102	-2.4339	-2.6626	-0.951889	-3.2414	-0.1442	1.0752	-0.4971	-1.3589	-0.2328	-3.0221	-1.1304	-1.6394	-0.8738	-2.1059	-2.1599	-0.4458	-2.2929	-0.9847	-2.1588	-1.57122	0.3457	-2.2138
EPHA1	1.7035	0.963667	0.6285	1.01717	0.601167	0.4555	0.9335	0.705167	0.1205	0.428167	0.378	0.973667	0.5415	0.650333	0.049	2.295	-0.824167	1.057	1.2985	1.32867	0.615333	1.08117	0.391167	0.941333	1.46333	1.01783	-0.330167	1.49883	0.9805	1.70733	0.779	0.855833	1.367	0.609667	0.713333	2.03467	1.77683	0.940333	1.05433	0.753667	0.7905	0.299333	0.705667	0.893167	2.00233	0.0901667	0.465333	-0.573667	0.988667	0.295667	1.87817	0.9305	0.484333	0.228333
EPHA2	1.5125	1.33083	0.4414	-0.341833	-1.421	0.644833	0.730667	0.9	0.555	0.8865	-0.039	1.10367	0.952	0.997	0.4745	-0.4975	0.601833	1.49783	-0.798	-0.109	-0.404167	1.10383	0.972833	1.16183	1.54417	0.588833	-1.38833	-1.09	1.253	-0.198167	-0.5235	-0.491333	-0.256333	-1.49933	-0.778167	1.23917	-0.511333	0.496833	1.169	-0.411	0.5415	1.12083	-0.019	0.8835	1.60667	-0.13	-0.04	0.00933333	2.62833	-1.13917	-0.103667	-0.830167	1.31183	-0.182333
EPHA3	-1.02244	-1.7058	-0.8348	-1.43512	-0.361556	-1.18733	-2.02067	-1.4926	-2.53271	-1.3532	-1.21571	-0.975571	-1.12956	-1.018	-0.979444	-1.03589	-1.22778	-1.1377	-2.1891	-2.2342	-1.619	-1.3745	-1.39711	-1.2405	-0.200444	-1.366	-1.1188	-1.40811	-1.73744	-1.4342	-1.7436	-2.117	-2.01944	-2.033	-0.164375	-1.1196	-1.8966	-2.3164	-1.1079	-2.2783	-2.365	-2.2317	-1.2539	-0.8489	-1.5979	-1.7865	-0.7686	-0.8415	-1.4879	-0.4712	-2.762	-1.38056	-1.6326	-0.7887
EPHA4	0.0779167	-0.419917	2.53883	1.22408	0.611417	-1.04325	1.8055	0.260417	3.67058	-1.86233	-0.64475	-0.44775	-1.24958	0.376417	-1.05433	-1.57582	-0.369833	0.00108333	-0.948667	2.53925	-0.988333	3.62325	-0.895583	-0.444583	2.21133	-0.61275	2.28667	-0.9465	0.348417	0.399583	0.0385	-1.382	3.33758	-2.44967	0.513333	1.69775	0.829833	-2.17375	0.64675	-1.57683	0.182417	0.90625	-1.66283	1.44767	1.46583	1.841	0.46475	-2.04867	0.32625	-1.148	2.32617	-1.25508	-2.09133	-1.51617
EPHA5	-0.75025	-1.06737	0.721111	-1.06211	-1.057	-1.40767	-1.2933	0.085	0.155125	-0.920444	-0.42	-0.13175	-0.1863	-0.358444	0.007	-0.419625	-0.686125	-0.4606	-1.203	-2.43688	-0.879556	0.3429	-0.912	-0.914	-1.5052	-1.011	-0.4527	-1.48275	-1.2794	-1.002	-1.1397	-1.205	-1.64556	-1.4971	-0.1551	-1.2774	-1.51178	-1.5312	-1.09833	-0.8337	-1.4704	-1.2448	-1.478	-1.2195	-1.4806	-0.925111	-0.738111	-1.2542	-1.02011	0.138571	-1.915	-0.685375	-0.396333	-0.4352
EPHA6	0.282857	0.314429	1.16317	-1.1875	0.725667	-0.384625	0.984	-0.0991667	0.8134	1.085	-0.029	0.411286	0.694875	0.689714	1.25129	1.43871	1.1398	-0.0445	0.228375	0.159833	1.2695	0.715375	0.488833	-0.103	0.333125	0.596375	0.519286	1.44633	0.534571	1.106	0.430375	0.239286	1.16229	0.4224	0.5692	0.674857	0.249667	0.51425	1.48971	0.651625	0.382429	0.422875	0.22425	0.5145	0.440125	0.629167	0.25125	0.291	1.0905	0.613625	1.67962	2.417	0.1078	0.10275
EPHA7	-0.12325	1.647	2.336	0.194333	0.2505	0.13125	1.55775	-1.172	1.16767	0.721	-1.2945	2.63725	0.698	-0.627	0.405	0.569	-0.261	-0.7705	0.0665	-1.51575	-0.2985	0.56725	2.09775	0.63725	3.7985	0.982	0.7805	-0.6225	2.15375	0.26525	-0.1605	0.672	0.803	-0.2785	0.02675	1.14625	1.31975	0.88925	-0.23025	-0.102	1.84275	1.4355	1.40575	0.75025	-0.17275	2.20325	1.53	1.82425	1.47775	1.473	-0.274667	0.98475	0.16025	1.18975
EPHA8	-0.202625	0.0208571	1.75975	0.417667	-0.178714	0.28025	0.125125	1.14083	0.01875	-0.605625	0.362	-0.1855	0.377429	-0.79275	0.646286	0.788	-0.607571	-0.086125	-0.0316667	-0.63775	-0.518333	-0.1055	-0.4415	0.137	-0.461375	-0.694857	-0.195875	-0.0192857	-0.21525	0.289857	0.00125	-0.185125	-0.327875	-0.162429	1.14814	2.27387	-0.075625	-0.562375	0.003375	0.343875	-0.03525	-0.583625	0.65575	0.038125	0.210625	0.145875	-0.045125	-0.316875	-0.38625	0.068	-0.504375	-0.03	-0.405	0.534167
EPHB1	1.5435	1.84767	1.03867	1.18775	0.41525	-0.156	1.31133	-0.7815	1.217	-0.307667	-1.801	-0.4545	0.31175	0.115	0.42	0.433	3.3455	-0.213	1.91575	-0.175333	0.16575	2.33	0.528	0.8315	0.9905	-0.474667	1.53	0.385	0.284667	2.3605	-0.702	0.463	4.1545	-0.10125	-0.18875	3.449	2.472	0.14	0.383	0.117	0.05675	2.3305	0.16675	0.68975	1.78075	-0.550667	0.85925	0.3745	0.02275	1.311	2.3015	-0.775	-0.092	-0.3375
EPHB2	2.61175	-0.138	-1.1805	1.67375	-0.96575	-1.4325	0.93325	0.27	2.051	0.645	-0.84675	0.6175	-0.036	0.9965	-0.99975	0.77125	1.959	1.14725	-0.76475	1.11975	-0.427	0.26975	0.2295	-0.0045	0.82225	-0.75125	0.56775	-1.273	0.63275	1.69975	-0.639	-0.48025	2.32425	-0.67925	-0.9845	1.65125	-0.99425	0.211	1.40825	-1.08425	1.2615	-0.144	-1.09	-0.1945	1.512	-0.96375	-0.30925	-0.786	1.42275	-2.486	2.188	-0.23	-0.34975	-0.50725
EPHB3	3.25663	2.07463	3.646	1.46812	3.49313	4.94975	1.89463	0.94475	3.4115	2.17425	1.33737	3.96575	4.402	-0.26525	2.90912	2.15325	1.23525	2.45213	-0.575625	0.009375	0.419375	3.57375	4.24512	4.33263	3.16337	2.57287	1.49275	3.13925	3.1215	2.9205	1.45312	0.6405	2.2025	-1.217	0.9235	2.89913	2.26213	2.22125	0.842625	4.1985	2.2825	2.11275	2.75125	3.03538	2.57888	1.79838	3.86163	3.79275	-0.198125	4.79338	3.50513	4.95125	-0.115375	2.59687
EPHB4	0.578	0.3455	-1.43775	0.079	-0.02075	0.623	0.8825	0.50575	0.9235	0.666	-0.6475	0.6915	-0.15975	-1.79425	-0.459	-0.7505	-0.30725	0.7755	-0.97325	0.7405	-0.46375	0.1755	0.78225	1.1875	0.56025	-0.35425	-0.37025	0.017	0.191	0.60675	-0.26175	-0.23425	-0.21575	-0.004	-0.01125	0.27275	-0.064	-0.2635	0.047	0.0185	0.27875	0.40225	-0.23225	0.11525	0.08025	0.28325	-0.22425	0.66325	-0.11975	0.27825	0.44875	0.4525	-0.02275	0.1345
EPHX1	0.38775	1.13525	0.44875	2.95725	2.19125	1.764	3.443	3.3685	2.27775	1.13	1.19175	1.599	1.76175	0.157	1.96775	4.401	-0.02825	-0.27	2.476	2.53125	1.23875	1.3175	1.783	1.94525	1.53825	1.25375	0.257	3.38675	1.844	1.8945	1.23675	1.96225	2.2975	1.1455	3.665	1.90875	3.26725	1.0365	2.23675	2.63925	1.96075	2.2085	2.707	2.24	1.53775	0.35175	1.1425	2.86425	-0.75225	2.35	2.43525	2.34825	1.3325	2.7
EPHX2	-0.467375	-0.78875	-0.4455	-2.85	-0.072125	1.43613	-0.2925	0.02125	-1.54913	-3.87162	-3.10062	0.71475	0.831125	0.031125	-0.423125	1.4195	0.82475	-0.178125	1.54525	0.590875	1.661	1.29513	-0.75125	-0.327625	0.260875	0.551	0.7925	2.69275	-2.626	-0.415875	-4.62025	-0.455	-1.6215	0.130875	-0.41375	-0.70775	0.553	0.0585	-3.60663	-1.16613	0.65	0.53275	-2.1535	-0.65025	0.68775	-2.74962	-0.934625	0.28175	0.637	1.60213	-0.018125	-0.543625	-1.69463	0.63075
EPN1	-0.4585	0.2385	0.75	0.492	0.7595	0.525	0.851	0.3895	0.596	0.3305	0.169	-0.111	0.662	1.5305	0.598	1.009	-0.965	-0.087	0.312	0.7445	-0.082	0.2325	0.6155	0.3625	0.313	-0.431	-0.428	0.243	0.3745	-0.1615	0.2635	0.5575	0.333	-0.083	0.2855	0.4785	0.402	0.1105	0.823	0.488	0.4535	0.538	0.277	0.1825	1.044	-0.585	-0.0425	0.059	0.5255	-0.24	0.853	0.685	0.4615	0.1375
EPN3	1.44833	0.6885	1.56917	2.4275	1.96583	2.8135	0.068	2.19533	0.966167	1.46183	1.255	1.75567	1.246	1.86067	-0.2085	3.0555	0.310333	2.52533	2.76767	1.99833	1.75933	1.462	0.388167	1.85917	0.671167	1.936	-0.143667	1.89683	1.00183	1.45933	2.467	1.28967	2.068	2.128	1.30683	1.1295	1.41817	0.519	0.810167	1.17117	1.73083	2.88483	1.6305	1.9935	1.028	1.32833	1.25483	1.355	0.0508333	1.82267	2.78717	2.38017	-0.9605	2.5325
EPO	-2.0655	-2.94883	-2.0418	-2.745	-2.89967	-2.25883	-2.75167	-1.87267	-3.276	-2.7305	-1.94583	-3.21583	-2.00433	-2.29317	-1.4512	-0.922667	-2.19433	-2.57617	-2.91017	-3.12717	-2.417	-2.995	-3.06633	-3.03133	-2.96817	-3.70117	-3.104	-3.3694	-2.898	-2.43267	-2.927	-2.504	-3.196	-2.9345	-2.706	-1.3965	-3.323	-3.27517	-2.62233	-1.84067	-3.49717	-3.10733	-2.71283	-2.479	-2.412	-2.5595	-2.44383	-1.73233	-2.91067	-3.0182	-2.03867	-1.7834	-3.00983	-1.97183
EPOR	2.149	-0.6876	1.5533	-0.6246	-0.4908	-0.0799	0.3229	-1.1756	1.2974	-1.1425	0.3322	-0.6525	0.3055	1.1267	-0.1476	-1.0137	0.6251	0.7517	-0.8666	-0.1286	0.2621	-1.0346	-0.139	-0.8659	0.348	-0.0858	0.1301	0.1903	-0.6	1.1675	0.7989	0.119	-0.335	-0.1033	-0.1718	1.3134	-0.2827	-0.2524	-0.995	-0.2068	-0.3876	-0.4566	1.369	-0.459	-0.0891	0.9342	0.5028	-0.6261	2.1201	-1.29144	1.5547	-0.3195	-0.4558	0.8017
EPS15	0.763583	-0.088	-0.923083	0.10625	0.027	-0.12925	0.000916667	-0.263	0.978833	0.34575	-0.307333	0.0276667	-0.366417	0.18675	-0.526333	-0.826667	0.58775	0.259417	0.579667	-0.228583	0.12	0.435	-0.217167	-0.282667	0.25625	0.80775	0.6085	0.4615	0.46675	0.452583	0.617833	-0.0350833	0.94575	0.961667	-0.412083	-0.549667	1.1075	0.540333	0.225583	-0.263583	0.265583	0.71275	0.44625	0.173083	0.0710833	0.3935	0.11325	0.340333	0.707583	1.12692	0.501	-0.347417	-0.0819167	0.36275
EPS8	-1.80033	-0.473167	-1.60317	-1.42317	-1.00017	-1.05533	-1.3165	-0.8615	-0.427333	-1.2855	-0.609	0.136	-0.716833	-1.86883	-0.548333	-1.79733	-1.4085	0.8305	0.44	0.185667	0.122833	-0.1575	-0.197333	0.108833	0.166667	0.367333	0.439833	-0.345167	0.6095	-1.62017	-0.0346667	-0.632167	-0.504833	-2.5605	0.417333	-2.36983	-1.16983	0.438333	-2.223	-0.665833	-0.328	-1.00467	-0.505	-0.45	-2.34767	-0.402333	0.467	0.368	0.306167	0.393	-1.81817	-1.17867	-1.97567	-0.272833
EPS8L1	3.064	1.0005	1.42925	2.825	1.6285	2.271	2.9245	1.631	1.11425	0.51375	1.8455	1.88475	1.9905	3.6545	1.52875	0.364667	0.7825	1.056	1.95775	2.4465	1.29175	2.07925	2.12375	1.724	0.85025	0.6455	-2.0465	1.7115	2.54725	0.83475	0.56975	1.47025	2.2295	2.01	2.20525	1.93375	1.29025	0.572	2.66425	3.03325	2.45425	2.6915	2.3915	2.4995	3.3965	2.0145	0.33025	1.69925	2.1385	2.034	2.7875	1.06175	2.65925	1.7615
EPS8L2	0.2698	0.1508	0.7406	1.2782	-0.3475	0.9577	1.0721	1.1042	1.1845	0.2295	1.2246	0.8573	0.373	1.1415	0.709	1.4744	-0.0372	2.0507	1.0897	1.0406	0.7502	0.081	0.5501	0.6141	0.8607	0.3835	0.5563	0.199	0.7904	1.168	0.5452	1.422	2.0013	-0.0872	1.5106	1.5112	0.9384	0.7231	0.8626	1.6985	0.4108	0.8997	0.9252	1.1196	1.3921	1.1567	1.2249	0.2018	0.5654	-0.953	2.6657	0.4559	2.1495	0.986
EPSTI1	1.23067	0.267	1.9032	0.171833	-0.0681667	-0.4426	1.19733	0.711	-1.3068	0.06	-1.03483	0.563833	-0.487	2.71317	-0.527	-0.304167	2.01717	-0.324167	1.798	-0.494833	0.259833	0.757333	-0.0842	0.393333	2.69683	1.58633	0.483667	0.35025	2.04367	1.19433	-0.00683333	-1.41667	3.30633	1.47283	0.40225	-0.618667	0.8725	0.627	1.21867	-0.328667	0.829333	-0.106333	1.029	0.1275	2.18883	-0.185	0.4725	0.511833	0.00816667	-0.375667	0.786333	-0.0488333	0.539	0.736167
ERBB2	2.65025	1.44213	1.6765	1.76588	1.51838	1.779	1.65512	1.44613	1.72825	1.56725	1.919	1.34013	1.537	2.3685	1.52462	1.859	2.1195	2.03737	2.84987	2.00038	1.7605	1.4355	1.82975	1.83737	2.02738	1.05513	0.0635	1.40275	1.87075	3.257	1.87413	1.50225	1.77313	1.762	2.4685	6.0725	1.36775	1.18875	1.78188	2.545	1.84262	4.75188	2.22662	2.26	1.54688	2.4875	1.6735	0.355625	1.4085	1.07062	2.32238	1.8275	1.5955	1.5225
ERBB3	1.22092	-0.652667	-0.931167	0.317583	0.611417	0.3975	0.16975	0.110417	-0.370667	0.0608333	-0.535667	0.0445833	-0.440667	-0.846083	-0.411917	-0.00775	-1.53909	1.12033	1.8425	0.525917	-0.0653333	0.8945	-0.545917	0.235917	-0.31675	0.445667	-0.51825	-0.0301667	-0.551667	1.512	-0.28575	-0.05875	0.726583	0.32875	-0.40675	-0.252	1.10417	-0.378417	-0.771667	-0.292583	0.577583	0.291583	-0.0744167	0.0853333	0.131833	-0.05025	-0.251917	0.100667	0.774167	0.463833	0.899917	-0.726167	0.306333	-0.0159167
ERBB4	1.99167	1.13256	1.8924	1.1447	0.741889	0.716	1.2127	0.8494	4.1055	0.718333	1.5252	1.0376	0.4329	0.0568	1.86511	-0.026	2.3261	1.0761	2.3713	3.0202	2.2771	0.2554	-0.8537	1.9533	-0.2439	2.3824	2.0107	2.3071	-0.4806	0.285444	2.2602	2.4199	0.7386	0.8961	1.515	2.9319	3.2933	2.8929	1.1365	1.8696	2.9244	3.2737	0.5747	1.9362	3.0904	0.8098	-0.2743	1.3608	2.5886	1.2129	4.8806	0.8359	-0.4922	1.6523
